,tweet,emoji,polarity,emotion
1554,So I misheard Kremlin as Gremlin and all I can imagine is Putin as a Gremlin! 😂 💀 #Putin #Kremlin #gremlins,['😂'],1,1
1555,"To your attention part of my collection😍

Aliens symbolize the inner demons of each of us😈

 #NFTCommunity #NFTs #ArtistOnTwitter #art #art_tsalko #NFTCollection #artprocess #opensea #Polygon #PolygonNFTs #Ukraine #StopWarInUkraine #iloveukraine #iloveart #artist #NFTartist https://t.co/X0qtEOdV6p",['😍'],1,1
1556,"@pktripathii Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/LA5Ew781OW 
 ⬆️",['😔'],0,3
1557,"@smithkei Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/LA5Ew781OW 
 ⬆️",['😔'],0,3
1558,"@girlfromhaiti Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/LA5Ew781OW 
 ⬆️",['😔'],0,3
1559,Interview @BBCWorld just now with Maria Butina  🤦‍♂️🤣🤭 #BBCWorld #russia #goingasplanned #nocensorinrussia,['🤣'],1,1
1560,Orc food 🤣🤣 Food for LOSERS #Russia #Ukraine #Kyiv #UkraineWillWin https://t.co/KuObGmhZCF,"['🤣', '🤣']",1,1
1561,"@RusEmbIndia @mfa_russia @MEAIndia @IndEmbMoscow @cgivladivostok @rusintrade @RITHMumbai @RusConsChennai @Ru_Cons_Kolkata @AmbRus_India @SolodovDmitry Well said. 🙏😊

#Russia 🇷🇺 💛 #Bharat 🇮🇳

#WeStandWithRussia",['😊'],1,1
1562,"#Russia attacks #Ukraine: this is a special military operation.
Ukraine attacks Russia: oh my god, those terrorists are attacking us for no reason.
😂",['😂'],1,1
1563,Orc food 🤣🤣 Food for LOSERS #Russia #Ukraine #Kyiv #UkraineWillWin https://t.co/KuObGmhZCF,"['🤣', '🤣']",1,1
1564,"@JackieW33148201 @IAPonomarenko @GCallahan2 More like expect VICTORY🇺🇦and Liberate ALL of Ukraine. Death to Putin's Russia!😡
FREEDOM IS NEVER FREE🇺🇸🇺🇦
#SlavaUkraini #GloryToUkraine #PutinIsaWarCriminal",['😡'],0,4
1565,"@JackieW33148201 @IAPonomarenko @GCallahan2 More like expect VICTORY🇺🇦and Liberate ALL of Ukraine. Death to Putin's Russia!😡
FREEDOM IS NEVER FREE🇺🇸🇺🇦
#SlavaUkraini #GloryToUkraine #PutinIsaWarCriminal",['😡'],0,4
1566,"😂Slingshot,bow and arrow,rock throwers etc.could have been cheaper,more efficient with less noise

🔴#Germany approves supply of 1960s #military hardware to #Ukraine; Berlin has reportedly okayed the potential shipment of dozens of Czech-owned Soviet-era armored vehicles to Kiev https://t.co/iHygqFW0w5",['😂'],1,1
1567,"#Ukraine strikes 18 miles inside Russia with helicopters and blows up a fuel depot.  Ukraine will not confirm or deny. 🤣 
Truly David slew Goliath.

Video worth watching.

https://t.co/QRg3iJBkky",['🤣'],1,1
1568,"@IAPonomarenko More like expect VICTORY🇺🇦and Liberate ALL of Ukraine. Death to Putin's Russia!😡
FREEDOM IS NEVER FREE🇺🇸🇺🇦
#SlavaUkraini #GloryToUkraine #PutinIsaWarCrimina",['😡'],0,4
1569,Imagine the pre match rigmarole if #England play #Scotland at #FIFAWorldCup First off they’ll kneel. Then offer a prayer for #Ukraine. Then stand in silence head bowed at #Iran womens oppression and then drop their shorts to #NicolaSturgeon 😂#WorldCupDraw https://t.co/DY3u6CbEUj,['😂'],1,1
1570,"FYI : India has opted a Neutral stand in #Russia #Ukraine conflict 😊🌼

Retweet &amp; Share This Video 🙂👉👈

#RocketMemeVideo 🚀 https://t.co/2DtooIKSkc",['😊'],1,1
1571,"⚡BREAKING: Ukrainian bees have joined the fight in 🇺🇦 against the 🇷🇺invaders! Ukrainian Bees Attack Kills 3 Russian Soldiers, Injures 25 More!😂🤣
Via https://t.co/p0WQj5kGkF
#SlavaUkraini https://t.co/erZDRVf11k","['😂', '🤣']",1,1
1572,Imagine the pre match rigmarole if #England play #Scotland at #FIFAWorldCup First off they’ll kneel. Then offer a prayer for #Ukraine. Then stand in silence head bowed at #Iran womens oppression and then drop their shorts to #NicolaSturgeon 😂#WorldCupDraw https://t.co/DY3u6CbEUj,['😂'],1,1
1573,Oh No! 😂 #Biden #HunterBiden #AynRand  #America https://t.co/P4CxjRxb02,['😂'],1,1
1574,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
1575,"I like how they said, ""thanks for reaching out,"" when it was a threat. LMAO. Now, this is the type of respect #Anonymous deserves again. #OpRussia 🤣😂 https://t.co/dJJ0cJ6tLn","['🤣', '😂']",1,1
1576,"FYI : India has opted a Neutral stand in #Russia #Ukraine conflict 😊🌼

Retweet &amp; Share This Video 🙂👉👈

#RocketMemeVideo 🚀 https://t.co/2DtooIKSkc",['😊'],1,1
1577,"Yay! Go get em #Ukraine!
#Putin you get what you give. 🤣😂
#IStandWithUkraine 🇺🇦🌻❤️","['🤣', '😂']",1,1
1578,"😡 ""The #Russians have just struck a settlement in the #Odesa region with three missiles of the Iskander missile system from #Crimea. There are casualties"" — The Head of the #Odesa Regional Military Administration Maksym Marchenko

#PutinWarCriminal

#StandWithUkraine 🕊️",['😡'],0,4
1579,"Ya think? #Putin sent #Medinsky, the minister of clownade, to deal with you. April's Fools is peanuts. 😂 https://t.co/ebSDzDdERW",['😂'],1,1
1580,"FYI : India has opted a Neutral stand in #Russia #Ukraine conflict 😊🌼

Retweet &amp; Share This Video 🙂👉👈

#RocketMemeVideo 🚀 https://t.co/2DtooIKSkc",['😊'],1,1
1581,This is so utterly despicable @KremlinRussia_E 🤬 Thanks for posting @andyw1 This has to end @Europarl_EN @POTUS @JustinTrudeau @BorisJohnson @NATO &amp; other world leaders. Stand with @ZelenskyyUa and #Ukraine️ and have courage to act. #StandUpForUkraine https://t.co/23v6pgnLQZ,['🤬'],0,4
1582,"🤬 153 children died as a result of the armed aggression of the Russian Federation in Ukraine

https://t.co/leh3MK8mDv

#stoprussia
#StandWithUkraine 
#StopRussianAggression
#RuSSiaKills
#StopPutin",['🤬'],0,4
1583,"#Ukrainian soldier in target practise. Note the little kitty on his legs 😍😻😂

#Ukraine #FuckPutin #cats #machinegun https://t.co/WiXgZIK50h","['😍', '😂']",1,1
1584,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
1585,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1586,"Street curling #Ukraine style 😬
💪🏻🇺🇦💪🏻

#SlavaUkraïni #SlavaUkraine 
#minesweeping #mines #StandWithUkraine #FightforUkraine https://t.co/R2bkENLBHt",['😬'],0,6
1587,#Biden needs to get his math right and pay a begging apology visit to the Big Boss #MBS . The visit of his mail boy #BoJo Boris Jonson wasn’t fruitful 😀 https://t.co/yVJpnO5DUp,['😀'],1,1
1588,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
1589,"#Ukrainian soldier in target practise. Note the little kitty on his legs 😍😻😂

#Ukraine #FuckPutin #cats #machinegun https://t.co/WiXgZIK50h","['😍', '😂']",1,1
1590,"According to phone calls made bu Russian soldiers, they raped 16 y.o. girl, also killed a dog and ate him 🤬🤬🤬 
#RussianArmy #Ukraine https://t.co/zQ10KYgjIB","['🤬', '🤬', '🤬']",0,4
1591,When we feel represented. 😊 Well done Roberta! #StandWithUkraine https://t.co/BZRcyHYsXC,['😊'],1,1
1592,"A photo of #Mariupol before it was destroyed by the #Russian army. 😔 

#Ukraine #UkraineWar #Ukrainian #RussiaUkraineWar https://t.co/dOP2a9W7lZ",['😔'],0,3
1593,"I like how they said, ""thanks for reaching out,"" when it was a threat. LMAO. Now, this is the type of respect #Anonymous deserves again. #OpRussia 🤣😂 https://t.co/dJJ0cJ6tLn","['🤣', '😂']",1,1
1594,@DTM_Woodworks The #Ukrainian curling team. 😂 https://t.co/dL6Xw8Nn9n,['😂'],1,1
1595,Yet mass media keeps knocking this @POTUS &amp; You Madam @VP why? Why don’t @CNN @MSNBC …. Like you? For exception of couple of people in few networks all are very set on their polls that tRumplicans are going to take over congress🤯like #putin took over #Ukraine️ in a week 🤣 https://t.co/CVfHxkCp1N,['🤣'],1,1
1596,@s_vakarchuk @romanvgribov Are you sure this is not a propaganda in the same way how @ZelenskyyUa done with that all soldiers killed by #Russia on that island which today are alive and being decorated by #Ukraine 😂,['😂'],1,1
1597,😅 Cord shows what the &amp;quot;second army of the world&amp;quot; is fighting for. The Real War #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/4n2WoVKrPw,['😅'],1,1
1598,"😔 Today #Irpin looks like a ghost city. The city, which before 24 February was full of life, now looks like a set decoration for the most terrifying horror movie.  

#StopRussia
#StopRussianAgression",['😔'],0,3
1599,"😡 ""The Russians have just struck a settlement in the Odesa region with three missiles of the Iskander missile system from Crimea.There are casualties""-The Head of the Odesa Regional Military Administration Maksym Marchenko

#StopPutin

#Ukraine #EU #European #US #CINA #INDIA",['😡'],0,4
1600,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1601,"It is impossible to read the summary from the Russian Ministry of Defense of Minkills without tears. Who is this bullshit for? Kyiv, Kharkov, Chernihiv, Sumy, how do you live hostage with neo-Nazis?😂 #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/b00wVzaBEK",['😂'],1,1
1602,"🔴The Badoo knowledge site no longer works in Russia and Belarus.  The Russians will have to look for their love online on other platforms😂 #Belgorod
Kyiv #Russian #UkraineWar #Ukraine #UkraineRussiaWar #Ukraine
⚡Source: https://t.co/qQmJ7qpYGY https://t.co/5iLBRnkQO8",['😂'],1,1
1603,The restaurant &amp;quot;Bistro Pekarya&amp;quot; treats😊 #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/Xmkj5Haq6y,['😊'],1,1
1604,@KutsanyanSamvel Lol 😂 cute Bravo 👏🏻 #Russia 🇷🇺 #RussianArmy and #Zaporozhets,['😂'],1,1
1605,@MarkHertling #UkraineWar #PutinTrump PutinTrump is misunderstood by US 😭 https://t.co/uA8uquw5rJ,['😭'],0,3
1606,"😔Animals also suffer in this war.
#Belgorod Kyiv #Russian #UkraineWar Azov #UkraineRussiaWar Ukrainian

 ⚡Source: https://t.co/qQmJ7qpYGY https://t.co/QWoW9DINAF",['😔'],0,3
1607,"It's #BandcampFriday!! I've released a new single to raise funds for humanitarian charities in #Ukraine Would really appreciate your support and please share 🙏😊👍🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿

https://t.co/4Yvi9alIiO",['😊'],1,1
1608,"Just to translate

Lithuania 🇱🇹 changed the street that the Russian Embassy 🇷🇺 is on to 
UKRAINE Highlands Street 🇺🇦 
🤣🤣🤣🤣

#UkraineUnderAttaсk #StopRussia @KremlinRussia_E @KremlinRussia 
#Putin 
#Ukraina 
#PutinIsaWarCriminal https://t.co/2C0UoBsFHi https://t.co/XT5n5tYycf","['🤣', '🤣', '🤣', '🤣']",1,1
1609,"@DarthPutinKGB #Putin replacing the rubik's cube by the tractor's cube, same headache 😂",['😂'],1,1
1610,"It's #BandcampFriday!! I've released a new single to raise funds for humanitarian charities in #Ukraine Would really appreciate your support and please share 🙏😊👍🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿

https://t.co/4Yvi9alIiO",['😊'],1,1
1611,"😡 Latin letter ""Z"", a symbol of the Russian invasion of Ukraine, appeared on the monument to Ukrainian poet Taras Shevchenko in Novi Sad, Serbia.
#stoprussia #stopputinnow #stoprussianaggression #StandWithUkraine #stopwarinukraine #ukraine https://t.co/SDDqgPoElh",['😡'],0,4
1612,"😔Animals also suffer in this war.
#Belgorod Kyiv #Russian #UkraineWar Azov #UkraineRussiaWar Ukrainian

 ⚡Source: https://t.co/qQmJ7qpYGY https://t.co/QWoW9DINAF",['😔'],0,3
1613,"😢💔 This is how the #Hostomel airport looks like, where the An-225 Mriya aircraft, destroyed by russians, takes place now. 

#StopRussia #PutinIsAWarCriminal #WarCrimes https://t.co/y4hkm0REtG",['😢'],0,3
1614,"😡 Latin letter ""Z"", a symbol of the Russian invasion of Ukraine, appeared on the monument to Ukrainian poet Taras Shevchenko in Novi Sad, Serbia.
#stoprussia #stopputinnow #stoprussianaggression #StandWithUkraine #stopwarinukraine #ukraine https://t.co/SDDqgPoElh",['😡'],0,4
1615,"@nytimes ""Smile ...Mf!""😱😉🤣
#Putin #PutinWarCriminal🖕
 https://t.co/XvFoyQGq5L
🙏 Ukraine 🔥 👊",['🤣'],1,1
1616,"😡 Latin letter ""Z"", a symbol of the Russian invasion of Ukraine, appeared on the monument to Ukrainian poet Taras Shevchenko in Novi Sad, Serbia.
#stoprussia #stopputinnow #stoprussianaggression #StandWithUkraine #stopwarinukraine #ukraine https://t.co/SDDqgPoElh",['😡'],0,4
1617,"Yes, #Ukraine is winning, but that doesn't mean you have to stop talking.  #Russia did not go for reconciliation, she lost and went to gather strength.The whole world must now come together and give a tough rebuff while she is weak.Otherwise, there will be even more losses😔#WAR https://t.co/M3lcS0Lp0Q",['😔'],0,3
1618,"@NBCNews So many have been traumatized by this😢💙💛    
#SlavaUkraini 💙💛💙💛🇺🇦🇺🇦🇺🇦🇺🇦",['😢'],0,3
1619,"@EFFSouthAfrica @Julius_S_Malema ""Smile ...Mf!""😱😉🤣
#Putin #PutinWarCriminal🖕
 https://t.co/XvFoyQGq5L
🙏 Ukraine 🔥 👊",['🤣'],1,1
1620,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#Mexico 
#Canada 

LMAO! 🤣🤣🤣

""JARED BERNSTEIN"" IS A JOKE!
The man majored in music not economics.","['🤣', '🤣', '🤣']",1,1
1621,"@EFFSouthAfrica @Julius_S_Malema #AprilFoolsDay  Traffic Lights especially for Putin's Russian Invaders ...fuckers 😉🤣🤣 
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣']",1,1
1622,"😢💔 This is how the #Hostomel airport looks like, where the An-225 Mriya aircraft, destroyed by russians, takes place now. 

#StopRussia #PutinIsAWarCriminal #WarCrimes https://t.co/y4hkm0REtG",['😢'],0,3
1623,🇺🇸_||~🇷🇺 EX U.S president D.#Trump demands Russia release information on Hunter #Biden's business dealings with #oligarchs 🤣 https://t.co/fmMkZkjlX9,['🤣'],1,1
1624,"The #Ukrainian soldiers are just kicking anti-tank landmines out of the way on a crucial highway near #Kyiv. Funny and scary😮😳
#Ukraine #Russia
#RussiaUkraineWar
https://t.co/5auhZfl7NA",['😮'],1,2
1625,"FYI : India has opted a Neutral stand in #Russia #Ukraine conflict 😊🌼

Retweet &amp; Share This Video 🙂👉👈

#RocketMemeVideo 🚀 https://t.co/2DtooIKSkc",['😊'],1,1
1626,Even the weather is on #Putin's side. Europe will pay in #Roubles..😂😂😂🤦🏾‍♀️ https://t.co/fgoWkPDOUn,"['😂', '😂', '😂']",1,1
1627,"#Mariupol #DGSE #SPY #HelicopterCrash

Apparently 2 French spy (DGSE)
were also in the helicopter who crashed. 😔 https://t.co/g3jwBE2Ytp",['😔'],0,3
1628,"😢💔 This is how the #Hostomel airport looks like, where the An-225 Mriya aircraft, destroyed by russians, takes place now. 

#StopRussia #PutinIsAWarCriminal #WarCrimes https://t.co/y4hkm0REtG",['😢'],0,3
1629,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1630,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1631,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1632,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1633,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1634,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1635,"@MSNBC @MaddowBlog ""Smile ...Mf!""😱😉🤣
#Putin #PutinWarCriminal🖕
 https://t.co/XvFoyQGq5L
🙏 Ukraine 🔥 👊",['🤣'],1,1
1636,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1637,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1638,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1639,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1640,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1641,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1642,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1643,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1644,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1645,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1646,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1647,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1648,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1649,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#Mexico 
#Canada 

LMAO! 🤣🤣🤣

""JARED BERNSTEIN"" IS A JOKE!
The man majored in music not economics.","['🤣', '🤣', '🤣']",1,1
1650,"I like how they said, ""thanks for reaching out,"" when it was a threat. LMAO. Now, this is the type of respect #Anonymous deserves again. #OpRussia 🤣😂 https://t.co/dJJ0cJ6tLn","['🤣', '😂']",1,1
1651,"Putin wants his country’s currency in supremacy amongst other .. let them bring back gold as consensual pay so as not to go deeper in conflict, sooner or later gold will be back anyways 😅

#putin #gas",['😅'],1,1
1652,"#InvasionofLukraine @PresidentofRus7
 Would #Russiansoldiers be more #stupid than average, to the point of digging #trenches in #radioactivesoil? I guess so!!!
#FreeUkraine 
#PrayForUkraine 😢😢😢
#BoycottRussia
🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦
https://t.co/Mz4LxZDfBz","['😢', '😢', '😢']",0,3
1653,"😡 As a result of the Russian shelling today, 7 people died in #Donetsk region, - the head of the Donetsk regional military administration Pavlo Kyrylenko.

#StopRussia #PutinIsAWarCriminal #WarCrimes",['😡'],0,4
1654,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1655,"Joe Biden | ""Transition"" to Renewable Energy did not Age well | #biden #... https://t.co/BLNCAJVvqk via @YouTube we are transitioning just like those kids who couldn’t accept themselves for who they were 😂",['😂'],1,1
1656,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1657,"@DiGiTaL48632733 @vonderleyen @EP_President @Rita6942 @pransukh37 @ZenMaddie Super powers Putin hitler ,😂🤣

#Putin 
#PutinatWar
#RussianWarCrimes https://t.co/JNncP774XF","['😂', '🤣']",1,1
1658,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1659,"Day 33 of war.

Russia has murdered 143 kids, with 216 kids injured.

According to all the conspiracy theorists, they must’ve been working in those “bio labs” or something, and this isn’t genocide of the Ukrainian people or anything. 🙄🤬

#Ukraine #Russia #PutinWarCrimes #Putin https://t.co/JaSvv5Vh6E",['🤬'],0,4
1660,"Al Jazeera live broadcast #SCANDAL: Reporter: These are ambulances carrying the sick, wounded and civilians in ₹#Ukraine. 
Suddenly Soldiers leave the ambulance and there are no civilians😂
#RussiaUkraineWar https://t.co/SSS5Wv37Vg",['😂'],1,1
1661,"@DiGiTaL48632733 @vonderleyen @EP_President @Rita6942 @pransukh37 @ZenMaddie Super powers Putin hitler ,😂🤣

#Putin 
#PutinatWar
#RussianWarCrimes https://t.co/JNncP774XF","['😂', '🤣']",1,1
1662,Imagine the pre match rigmarole if #England play #Scotland at #FIFAWorldCup First off they’ll kneel. Then offer a prayer for #Ukraine. Then stand in silence head bowed at #Iran womens oppression and then drop their shorts to #NicolaSturgeon 😂#WorldCupDraw https://t.co/DY3u6CbEUj,['😂'],1,1
1663,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1664,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1665,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1666,"@kiraincongress @EP_President 🇪🇺🫡 European Parliament President Roberta Metsola!
🇺🇦 🤗People's Deputy of Ukraine Kira Rudik!
We #StandWithUkraine 🇺🇦🇪🇺✊
The European Anthem - Ode to Joy! 😃
https://t.co/ICy4LFbcHG",['😃'],1,1
1667,"GUESS THE CULTURE &amp; get 30 USDT 😍

👩‍❤️‍👩The CoW holder will get 60 USDT 

RULES:
1️⃣1 answer (= 1 culture) per 1 person! 
2️⃣RT &amp; ❤️

📢IT IS NOT CONNECTED TO #Ukraine We found this #artwork by researching the national colors of 🇺🇦 for our next #NFTCollection 

Ends in 72 hrs❗
#NFTs https://t.co/oAJhIlcTjx",['😍'],1,1
1668,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1669,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1670,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1671,"First I persuaded Anna from Odessa, #Ukraine , to stay with us for one day more and help with translations.
Now she's already in Split, Croatia, getting ready for her work on Monday.
She is a nice one, really. ❤
She calls me a big, kind bear 😆 https://t.co/OWRCizL5fg",['😆'],1,1
1672,"😡 As a result of the Russian shelling today, 7 people died in #Donetsk region, - the head of the Donetsk regional military administration Pavlo Kyrylenko.

#StopRussia #PutinIsAWarCriminal #WarCrimes",['😡'],0,4
1673,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1674,"We are collecting for Ukraine this weekend.
Collection buckets will be available on each till.
Thank you 😊
#redcross #ukraine #fundraising #gardencentre #wrexham https://t.co/wub0lSsGS1",['😊'],1,1
1675,"All the feels 😭💙💛 
 Hey, that's chef José @WCKitchen there too. #SlavaUkraïni https://t.co/uGIdZ3K3Gu",['😭'],0,3
1676,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1677,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1678,"@DiGiTaL48632733 @vonderleyen @EP_President @Rita6942 @pransukh37 @ZenMaddie Super powers Putin hitler ,😂🤣

#Putin 
#PutinatWar
#RussianWarCrimes https://t.co/JNncP774XF","['😂', '🤣']",1,1
1679,"Nothing to see, just regular ""Ambulances"" in #Irpin with regular ambulance crews 🤣

#Ukraine is unhinged, all of these violations of rules of war and Geneva conventions are really adding up.

@zelenskyyua #russia #kiev @IntlCrimCourt @UNGeneva https://t.co/eWmytX8eid",['🤣'],1,1
1680,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
1681,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
